id,target
1358,0.18506756
1359,0.15490976
1364,0.1332671
1366,0.25375447
1367,0.25375447
1370,0.38303977
1373,0.25375447
1377,0.16808555
1386,0.07454181
1387,0.1060766
1392,0.16334212
1397,0.048108835
1398,0.11624748
1400,0.07512022
1403,0.14956139
1404,0.074241675
1410,0.07454181
1413,0.11624748
1416,0.14126016
1417,0.03279375
1423,0.1060766
1424,0.14126016
1426,0.14956139
1427,0.13157514
1428,0.07670725
1430,0.08817912
1434,0.053499267
1435,0.14215904
1437,0.1060766
1438,0.09095858
1442,0.1060766
1446,0.11187582
1451,0.14956139
1457,0.38313782
1461,0.10635873
1462,0.14956139
1465,0.14956139
1468,0.07632002
1469,0.1060766
1471,0.19216056
1476,0.6272816
1478,0.07868016
1481,0.1578004
1489,0.021044757
1490,0.13632067
1492,0.10835223
1496,0.11764001
1512,0.13233116
1516,0.14956139
1517,0.115166396
1528,0.12102622
1529,0.97515976
1536,0.97274345
1539,0.2708572
1541,0.6630367
1542,0.29837936
1548,0.9685629
1550,0.6942337
1551,0.33187634
1552,0.3116884
1557,0.9749418
1563,0.29315335
1564,0.40117502
1565,0.31789243
1566,0.92626727
1571,0.29837936
1578,0.50290936
1581,0.46077085
1583,0.29837936
1584,0.32438663
1586,0.9805643
1589,0.9666076
1592,0.94819915
1598,0.9710222
1606,0.20779629
1612,0.54399526
1616,0.47151878
1620,0.2019883
1624,0.61826235
1629,0.83574295
1630,0.6680209
1635,0.98582506
1640,0.9918711
1641,0.9918711
1642,0.97232044
1651,0.934524
1655,0.9918711
1656,0.9918711
1659,0.98822415
1664,0.9918711
1667,0.9918711
1668,0.99090976
1674,0.7418996
1678,0.29315335
1680,0.8574599
1681,0.68948203
1682,0.93729234
1685,0.54409647
1695,0.8927813
1696,0.71844953
1697,0.29315335
1704,0.73808163
1708,0.84443545
1711,0.85640776
1713,0.83136487
1714,0.84443545
1717,0.79938674
1729,0.48610038
1730,0.43163142
1732,0.74707085
1734,0.31111512
1736,0.37872073
1738,0.5031452
1742,0.34584874
1743,0.48332104
1746,0.44202015
1748,0.8025064
1749,0.38797954
1751,0.52531725
1758,0.5864662
1764,0.7225245
1765,0.30372518
1777,0.7101532
1778,0.2895937
1781,0.5561399
1782,0.66543895
1783,0.7944967
1785,0.5826518
1788,0.6078516
1793,0.97523195
1794,0.84911454
1795,0.82218397
1797,0.7170018
1800,0.90632266
1801,0.7572087
1805,0.7977629
1806,0.6078516
1819,0.38828257
1820,0.44291237
1825,0.7955862
1828,0.29315335
1829,0.29315335
1830,0.12617174
1839,0.60195845
1843,0.31241733
1844,0.29094929
1846,0.29315335
1849,0.31266683
1850,0.3142166
1854,0.19625497
1855,0.17820719
1858,0.27537832
1859,0.13200603
1862,0.27749333
1867,0.538365
1868,0.24993862
1871,0.6290564
1872,0.2850205
1874,0.6249438
1876,0.10362966
1879,0.27681068
1884,0.37099525
1891,0.29315335
1894,0.19197643
1896,0.52800757
1902,0.09994928
1903,0.81073713
1904,0.29315335
1906,0.33598813
1907,0.25692865
1912,0.09879955
1913,0.22847173
1923,0.64075947
1926,0.36390287
1928,0.49707264
1930,0.7275446
1931,0.3524845
1934,0.31985742
1936,0.532853
1944,0.8249704
1946,0.6762455
1947,0.30372518
1958,0.4679481
1964,0.34125796
1970,0.5335912
1974,0.31517202
1977,0.56784105
1978,0.79389185
1982,0.8348713
1984,0.764097
1988,0.475267
1993,0.29315335
1997,0.7499208
1998,0.8348713
2002,0.47946212
2004,0.7396357
2005,0.67003334
2008,0.58239144
2011,0.689545
2013,0.21881922
2018,0.3960084
2021,0.6129759
2025,0.49431857
2029,0.9652259
2030,0.689545
2032,0.46922576
2037,0.848379
2041,0.42138475
2044,0.6464645
2048,0.3960084
2052,0.5781193
2053,0.5823045
2054,0.8359779
2062,0.36404684
2065,0.29225656
2066,0.34522688
2072,0.8098061
2079,0.555345
2080,0.6867523
2085,0.5028322
2088,0.6249181
2090,0.29315335
2092,0.34522688
2093,0.590831
2101,0.6761845
2104,0.29315335
2105,0.20327035
2106,0.34522688
2107,0.6031221
2120,0.24772741
2124,0.29315335
2127,0.15629983
2130,0.29315335
2132,0.29315335
2135,0.29315335
2137,0.4169696
2140,0.19209224
2143,0.25641978
2147,0.25692865
2151,0.19124016
2152,0.2945343
2155,0.29315335
2156,0.15792012
2162,0.14465848
2165,0.29315335
2166,0.34507447
2167,0.29315335
2168,0.23068802
2170,0.25321215
2178,0.98309106
2180,0.6007265
2182,0.3245202
2184,0.25600767
2185,0.29315335
2187,0.29315335
2196,0.29315335
2197,0.3261923
2199,0.41111672
2200,0.25531778
2201,0.27452555
2202,0.2657957
2206,0.3245202
2208,0.29315335
2218,0.29315335
2223,0.60482013
2224,0.8935256
2226,0.35943836
2228,0.41309273
2232,0.41309273
2234,0.63274366
2243,0.8542352
2247,0.35943836
2249,0.41309273
2252,0.42087185
2253,0.93861777
2259,0.20251139
2261,0.29315335
2264,0.2568788
2268,0.2568788
2269,0.2568788
2270,0.18552451
2276,0.4859192
2283,0.29315335
2287,0.20469117
2290,0.4339555
2291,0.31076106
2293,0.13696519
2295,0.3049229
2302,0.2094176
2305,0.6352107
2310,0.80854934
2313,0.37079132
2316,0.37079132
2320,0.4844925
2322,0.6352107
2323,0.6601844
2326,0.24284568
2328,0.80854934
2331,0.269351
2335,0.83506244
2338,0.14380887
2343,0.32848144
2344,0.37079132
2345,0.31550327
2353,0.80854934
2355,0.28368676
2357,0.23320651
2360,0.71131927
2365,0.34359527
2369,0.23286177
2371,0.30840492
2378,0.30840492
2380,0.5560192
2381,0.27602088
2383,0.9406391
2384,0.18950534
2392,0.32164812
2393,0.30840492
2401,0.260471
2403,0.3348929
2404,0.17957571
2405,0.29315335
2407,0.24809426
2411,0.2767464
2424,0.15305424
2426,0.14380655
2431,0.17031398
2433,0.275809
2434,0.16403535
2436,0.29315335
2439,0.29315335
2444,0.18504354
2447,0.29315335
2448,0.24585912
2449,0.12805508
2450,0.2019883
2461,0.42956206
2469,0.15305424
2472,0.37579444
2473,0.19987385
2474,0.29315335
2477,0.17957571
2481,0.29315335
2484,0.29315335
2495,0.30603147
2503,0.21200524
2509,0.7172408
2511,0.6769875
2518,0.6963801
2522,0.6792237
2525,0.6769875
2526,0.43195343
2529,0.29315335
2533,0.29315335
2549,0.43195343
2551,0.43195343
2558,0.29561773
2562,0.65427035
2563,0.46752185
2567,0.45941684
2574,0.4834596
2577,0.47334218
2578,0.29315335
2580,0.527904
2581,0.46688965
2583,0.47334218
2584,0.4162952
2586,0.6740045
2589,0.65738875
2595,0.55981123
2596,0.6642526
2600,0.53687245
2601,0.43883663
2607,0.28792715
2610,0.25888947
2613,0.08784956
2615,0.3796604
2618,0.36027205
2620,0.41592392
2623,0.83712023
2626,0.2958327
2630,0.47334218
2634,0.83712023
2636,0.7531405
2638,0.5380141
2639,0.4623253
2646,0.4129542
2650,0.7543136
2652,0.45411113
2653,0.2324209
2654,0.17255181
2662,0.23080978
2665,0.18562911
2669,0.24706905
2674,0.2324209
2678,0.44705415
2681,0.20285432
2685,0.08508117
2686,0.188244
2690,0.2324209
2697,0.21170942
2699,0.18678539
2704,0.2324209
2705,0.26603264
2710,0.2324209
2712,0.2324209
2713,0.077677265
2716,0.088625215
2717,0.21298994
2718,0.24706905
2721,0.08077518
2722,0.24706905
2735,0.2324209
2737,0.19770019
2738,0.2324209
2742,0.33692017
2745,0.2324209
2746,0.2324209
2747,0.24706905
2750,0.27978793
2751,0.119765945
2754,0.17321503
2762,0.70033634
2764,0.21683165
2772,0.24802828
2775,0.23172382
2776,0.1045594
2779,0.15575439
2781,0.074287735
2789,0.2940753
2790,0.23172382
2791,0.23271446
2798,0.23172382
2800,0.23172382
2804,0.70828795
2805,0.52805626
2806,0.52805626
2809,0.52805626
2810,0.52805626
2812,0.52805626
2814,0.99009
2816,0.3810164
2818,0.52805626
2823,0.52805626
2824,0.6026844
2834,0.9433643
2837,0.5090986
2840,0.52805626
2845,0.99009
2847,0.6212655
2848,0.46874186
2850,0.52805626
2859,0.39917934
2862,0.39431825
2868,0.35995448
2874,0.3385835
2876,0.17040661
2892,0.23495385
2894,0.3541217
2897,0.2311966
2901,0.31581786
2903,0.29315335
2904,0.20952958
2906,0.153664
2914,0.25130755
2918,0.087911345
2919,0.29315335
2923,0.27548233
2926,0.118475184
2928,0.29315335
2930,0.2607485
2938,0.33843318
2940,0.09864534
2949,0.21511687
2951,0.51409274
2958,0.29587084
2961,0.3239338
2962,0.3193243
2964,0.3193243
2966,0.33118075
2967,0.26251903
2968,0.2928024
2972,0.24444813
2977,0.18896276
2978,0.3493541
2979,0.17921862
2981,0.32772085
2985,0.78847694
2986,0.32772085
2989,0.85785234
2994,0.1965947
2996,0.4521827
2997,0.25322598
2999,0.32843906
3002,0.32843906
3007,0.3887866
3008,0.20646194
3017,0.3173641
3020,0.364708
3024,0.3887866
3028,0.34971163
3031,0.5223715
3032,0.67518836
3033,0.44570374
3035,0.27814266
3040,0.3887866
3041,0.69679904
3046,0.33576152
3050,0.3944476
3063,0.3887866
3065,0.33307397
3067,0.3887866
3069,0.48425186
3076,0.42329466
3078,0.3402529
3081,0.13736749
3087,0.6055955
3088,0.59557074
3094,0.48425186
3096,0.55201316
3098,0.48425186
3103,0.72432214
3110,0.79680306
3113,0.9471856
3121,0.8453422
3127,0.9666499
3128,0.70056164
3129,0.97279173
3135,0.961304
3143,0.95415485
3146,0.9407584
3148,0.9125146
3149,0.9526951
3151,0.961304
3156,0.14652646
3160,0.20934507
3164,0.20884778
3169,0.29315335
3178,0.2107679
3187,0.14041257
3194,0.25223035
3202,0.27336085
3203,0.17996322
3204,0.29315335
3206,0.60038275
3207,0.11177571
3208,0.167207
3209,0.45473188
3213,0.11177571
3214,0.25223035
3215,0.11177571
3220,0.11177571
3223,0.17996322
3224,0.11177571
3226,0.11177571
3228,0.25223035
3230,0.11177571
3232,0.11177571
3233,0.167207
3234,0.1883083
3238,0.11177571
3246,0.1954619
3247,0.74912304
3250,0.57844025
3251,0.37709194
3254,0.3148627
3257,0.5905452
3258,0.20130013
3261,0.29315335
3267,0.29315335
3268,0.29315335
3269,0.17927928
3271,0.15757407
3272,0.29315335
3273,0.2973425
3279,0.26451036
3290,0.29315335
3291,0.29315335
3293,0.4190718
3294,0.24466786
3298,0.20130013
3305,0.32188585
3306,0.29315335
3307,0.20130013
3310,0.29315335
3313,0.2851739
3314,0.29315335
3315,0.18794526
3316,0.20208137
3321,0.45120513
3325,0.13444307
3326,0.20130013
3327,0.13524878
3330,0.67461896
3331,0.21028738
3332,0.20130013
3333,0.1820551
3343,0.20130013
3344,0.16066818
3348,0.1341964
3349,0.29315335
3350,0.11140756
3352,0.15951823
3353,0.40682802
3354,0.29315335
3358,0.54722065
3360,0.47614482
3366,0.1684894
3371,0.29315335
3374,0.162957
3375,0.20543641
3378,0.3116884
3382,0.3419918
3384,0.19197643
3385,0.520843
3386,0.15817043
3392,0.33059916
3399,0.32884428
3407,0.21330434
3409,0.21330434
3416,0.8615447
3420,0.057477158
3422,0.98902565
3424,0.21330434
3426,0.939599
3427,0.47315562
3434,0.39615783
3438,0.21330434
3441,0.5031199
3442,0.5127831
3443,0.31696707
3444,0.29315335
3449,0.47315562
3453,0.8280803
3454,0.29315335
3456,0.94818836
3457,0.58629745
3458,0.8661111
3461,0.86334777
3467,0.47497848
3479,0.4494992
3488,0.89547324
3491,0.8661111
3496,0.93566704
3502,0.41620138
3507,0.90122336
3511,0.5031199
3515,0.89905053
3516,0.84180546
3538,0.47472677
3539,0.4634183
3541,0.73393536
3545,0.845291
3546,0.89905053
3547,0.49311256
3551,0.95689744
3553,0.26807418
3556,0.3046771
3558,0.29315335
3559,0.2822543
3561,0.1982526
3562,0.27726826
3563,0.29315335
3564,0.22214805
3571,0.29315335
3574,0.08478914
3576,0.2767464
3577,0.76591563
3579,0.4817037
3580,0.30851793
3586,0.19730622
3590,0.19939807
3599,0.24335708
3600,0.29315335
3601,0.2801233
3605,0.29315335
3606,0.1742873
3612,0.29315335
3614,0.14335349
3615,0.29315335
3616,0.1656207
3620,0.54942906
3622,0.23263572
3624,0.1581204
3630,0.60002124
3644,0.29683778
3649,0.29315335
3651,0.26496226
3654,0.20643926
3665,0.19696091
3668,0.089387126
3671,0.10982355
3672,0.26469588
3673,0.29315335
3677,0.29315335
3678,0.29315335
3687,0.19246718
3688,0.09612259
3693,0.39362785
3698,0.23363249
3699,0.2001363
3701,0.80149585
3703,0.29315335
3706,0.25692865
3707,0.29315335
3709,0.46191594
3711,0.4218882
3714,0.29315335
3716,0.29315335
3720,0.85785234
3728,0.84696347
3731,0.36622742
3732,0.11611417
3733,0.4261902
3734,0.29315335
3740,0.57789683
3746,0.29315335
3749,0.29315335
3751,0.29315335
3755,0.2414792
3757,0.31593105
3762,0.6867588
3767,0.1204942
3769,0.2127125
3779,0.29315335
3781,0.29315335
3782,0.2127125
3783,0.79756933
3784,0.42421097
3790,0.11425519
3791,0.6867588
3792,0.83288443
3794,0.29315335
3799,0.43681931
3801,0.29315335
3804,0.29315335
3808,0.29315335
3809,0.29315335
3811,0.2718439
3813,0.29315335
3817,0.29315335
3818,0.20283115
3823,0.18151356
3843,0.27644932
3844,0.29315335
3846,0.29315335
3847,0.7169803
3852,0.29315335
3854,0.29315335
3856,0.29315335
3863,0.29315335
3865,0.29315335
3867,0.29315335
3871,0.29315335
3872,0.29315335
3878,0.29315335
3880,0.29315335
3881,0.29315335
3882,0.66568303
3883,0.29315335
3884,0.66568303
3885,0.29315335
3886,0.29315335
3890,0.25635406
3891,0.66568303
3898,0.8305391
3902,0.103588894
3909,0.29306245
3910,0.20750928
3912,0.27116832
3915,0.8737776
3918,0.34132624
3920,0.8737776
3925,0.7010349
3928,0.2342862
3929,0.2773833
3930,0.8737776
3931,0.7738066
3934,0.28620753
3939,0.27857995
3941,0.17025198
3942,0.29306245
3943,0.29306245
3946,0.2727519
3963,0.21701248
3965,0.6317357
3966,0.24621418
3971,0.29306245
3972,0.9013695
3974,0.34093636
3976,0.4063458
3978,0.2766586
3981,0.34515196
3985,0.40596718
3986,0.4096488
3987,0.8391846
3988,0.96604073
3991,0.95156705
3999,0.50018424
4001,0.17661612
4002,0.874703
4004,0.47183478
4007,0.44912434
4009,0.4938255
4013,0.67952937
4015,0.2767262
4016,0.5255548
4023,0.49311256
4031,0.49311256
4035,0.69350326
4036,0.67952937
4037,0.2713197
4040,0.84126306
4048,0.6374567
4053,0.62014335
4056,0.62014335
4059,0.37069017
4066,0.5582162
4067,0.29315335
4069,0.2634264
4070,0.36990756
4071,0.5300065
4073,0.7158582
4074,0.37069017
4075,0.467706
4082,0.62014335
4090,0.20961861
4099,0.79079
4102,0.77664906
4106,0.28497997
4109,0.5488886
4110,0.61951286
4115,0.5488886
4118,0.79079
4120,0.5507945
4125,0.5488886
4126,0.83746296
4130,0.84776956
4134,0.79079
4136,0.89139384
4137,0.79079
4144,0.5488886
4148,0.1480241
4151,0.12194766
4155,0.075090334
4162,0.23893204
4165,0.26297438
4169,0.27745757
4174,0.2769776
4179,0.27745757
4185,0.11028531
4186,0.060775522
4187,0.27745757
4188,0.2549131
4190,0.18142094
4192,0.27745757
4193,0.2031314
4194,0.27745757
4195,0.2817401
4196,0.18339713
4207,0.8484091
4208,0.8484091
4215,0.8484091
4217,0.8932934
4222,0.1756307
4223,0.8572335
4226,0.27745757
4228,0.32188934
4229,0.46626246
4231,0.8572335
4234,0.1989289
4236,0.27745757
4249,0.13834068
4254,0.29315335
4258,0.3245202
4259,0.21641839
4263,0.19077809
4267,0.122151405
4277,0.48344317
4278,0.162957
4280,0.162957
4283,0.13437077
4285,0.29315335
4286,0.29315335
4287,0.162957
4290,0.757753
4291,0.27745757
4294,0.2787963
4302,0.60179645
4308,0.6179977
4310,0.36521262
4311,0.6354739
4315,0.6258637
4316,0.2936361
4319,0.35531658
4331,0.35531658
4338,0.6179977
4339,0.6120325
4340,0.53395957
4344,0.6075073
4346,0.6354739
4347,0.61070186
4360,0.80699605
4364,0.9166551
4367,0.7501347
4369,0.71785367
4370,0.7501347
4371,0.38468984
4380,0.78669953
4386,0.29315335
4389,0.7501347
4390,0.7501347
4394,0.29315335
4399,0.29315335
4400,0.22583047
4404,0.275809
4409,0.22802226
4414,0.21856277
4417,0.29315335
4418,0.23936652
4419,0.083289795
4420,0.60292673
4422,0.2850215
4429,0.42338955
4431,0.2075984
4433,0.29315335
4434,0.51890105
4439,0.15305424
4443,0.24811067
4446,0.18014306
4447,0.21856277
4453,0.1392648
4460,0.29315335
4461,0.33753383
4462,0.2840765
4467,0.27706075
4469,0.33753383
4473,0.27537832
4474,0.27537832
4475,0.078937136
4477,0.19863306
4481,0.48019835
4483,0.28756502
4484,0.27656677
4485,0.31408766
4495,0.25225148
4497,0.25860938
4500,0.39849946
4501,0.29315335
4502,0.19550294
4505,0.31448412
4506,0.35943836
4510,0.19550294
4512,0.22600001
4513,0.6430707
4532,0.42166036
4535,0.45829567
4536,0.29139015
4540,0.35943836
4545,0.6197375
4552,0.6054841
4554,0.80182475
4555,0.21794407
4558,0.81738913
4559,0.5455052
4560,0.119935505
4566,0.19570962
4570,0.44069713
4572,0.48959562
4574,0.33012217
4581,0.80182475
4583,0.80182475
4586,0.80182475
4591,0.8786931
4594,0.44201767
4603,0.6637866
4605,0.15169458
4612,0.37091264
4613,0.6637866
4615,0.30692178
4618,0.39985976
4621,0.21963395
4623,0.39849946
4626,0.20619698
4629,0.35943836
4633,0.82427114
4636,0.38886052
4638,0.41344202
4640,0.3029241
4643,0.2542417
4645,0.28518498
4647,0.35943836
4648,0.21614856
4651,0.29315335
4652,0.23340574
4653,0.42512926
4654,0.5970152
4660,0.23527527
4662,0.23527527
4663,0.21403585
4665,0.42261118
4668,0.25479627
4676,0.2845948
4683,0.8496642
4685,0.48340088
4686,0.29315335
4701,0.32972604
4718,0.49604377
4721,0.82284147
4727,0.294306
4728,0.759249
4733,0.8271078
4741,0.5905245
4743,0.8228706
4746,0.29315335
4751,0.57179064
4756,0.88424146
4761,0.49997306
4763,0.32884428
4764,0.8262486
4767,0.8655099
4772,0.7696304
4776,0.61140263
4780,0.8506362
4781,0.9225583
4792,0.52980095
4796,0.8869025
4801,0.97360307
4804,0.5038985
4805,0.85491806
4806,0.9804292
4811,0.49223027
4815,0.6178477
4816,0.59756917
4817,0.7856009
4818,0.2432436
4822,0.49223027
4824,0.65405923
4827,0.77844584
4837,0.87229383
4838,0.93194586
4839,0.72070277
4841,0.64677966
4851,0.8508317
4855,0.69140893
4861,0.26646495
4862,0.1373548
4863,0.10479261
4865,0.13171445
4871,0.29315335
4873,0.27870715
4880,0.2533746
4885,0.29315335
4886,0.107572086
4902,0.25321215
4904,0.1467167
4907,0.29315335
4916,0.27608344
4921,0.2708572
4925,0.21591556
4927,0.33221003
4928,0.22754835
4930,0.20035261
4932,0.13426776
4933,0.3221186
4937,0.3022149
4939,0.9905725
4941,0.23516357
4942,0.26891917
4947,0.22975919
4949,0.20035261
4950,0.26441085
4956,0.19592634
4960,0.41967776
4963,0.4475626
4965,0.564069
4976,0.16855618
4977,0.16855618
4987,0.39147508
4991,0.5626028
4994,0.34140813
4999,0.2055617
5003,0.6102182
5006,0.53677773
5009,0.29315335
5011,0.4910496
5012,0.83226955
5014,0.21005528
5020,0.29315335
5021,0.27726826
5023,0.37495124
5026,0.27978793
5030,0.29315335
5031,0.83280164
5036,0.5085509
5042,0.2762642
5045,0.47692657
5048,0.47692657
5051,0.29315335
5053,0.17900449
5054,0.33662188
5057,0.18340719
5058,0.24105811
5066,0.82085395
5070,0.82085395
5077,0.4806996
5081,0.29315335
5084,0.29315335
5086,0.29315335
5090,0.38510233
5091,0.4806996
5093,0.3145749
5100,0.6870101
5108,0.82085395
5111,0.6255922
5112,0.63361573
5118,0.38890558
5121,0.85505617
5123,0.85505617
5129,0.59912807
5133,0.14531456
5143,0.29315335
5147,0.29315335
5151,0.90456825
5156,0.7157315
5158,0.85505617
5161,0.29315335
5163,0.36377427
5167,0.5854244
5173,0.6237579
5205,0.29315335
5214,0.29315335
5215,0.29315335
5216,0.15177163
5217,0.29315335
5225,0.29315335
5237,0.2854986
5239,0.2867654
5240,0.17619672
5241,0.29315335
5246,0.28497997
5250,0.73824835
5253,0.29315335
5258,0.1725386
5261,0.29315335
5268,0.28010398
5275,0.29315335
5277,0.36404684
5279,0.211802
5288,0.1990835
5289,0.17423046
5294,0.5013675
5303,0.25181183
5307,0.32972604
5311,0.63843936
5312,0.3434267
5314,0.44291237
5318,0.380616
5327,0.76554286
5329,0.58683693
5333,0.25146478
5334,0.621755
5340,0.69783986
5348,0.5948863
5358,0.3144906
5360,0.4453429
5361,0.29315335
5363,0.6741636
5364,0.35476938
5369,0.74712104
5370,0.20862484
5374,0.6741636
5376,0.803229
5388,0.46170926
5390,0.4086931
